Published_Airline_IATA_Code,landing_count,passenger_count,total_landed_weight,number_of_airplanes,total_cost_$m,fleet_age_average,fleet_age_distribution,published_airline_air_berlin,published_airline_air_canada,published_airline_air_china,published_airline_air_new_zealand,published_airline_alaska_airlines,published_airline_all_nippon_airways,published_airline_allegiant_air,published_airline_american_airlines,published_airline_asiana_airlines,published_airline_cathay_pacific,published_airline_china_airlines,published_airline_emirates,published_airline_etihad_airways,published_airline_frontier_airlines,published_airline_hawaiian_airlines,published_airline_japan_airlines,published_airline_jet_airways,published_airline_philippine_airlines,published_airline_qantas_airways,published_airline_singapore_airlines,published_airline_spirit_airlines,published_airline_thomas_cook_airlines,published_airline_turkish_airlines,published_airline_united_airlines,published_airline_virgin_america,geo_summary_domestic,geo_summary_international,price_category_code_low_fare,price_category_code_other,landing_aircraft_type_0.17855239944516121,landing_aircraft_type_0.6631465954645208,geo_region_asia,geo_region_australia_/_oceania,geo_region_canada,geo_region_europe,geo_region_middle_east,geo_region_us
EY,27.0,5303,13284000.0,124.0,28203.0,7.322222222222221,5.639099612920882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
F9,18.0,25715,2420676.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
QF,20.0,5521,12698000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
SQ,30.0,12402,13558410.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
UA,1.0,46,74957.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,35.0,201263,4986851.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,215.0,69514,16163270.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,34.0,30293,4562800.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,39.0,55103,6013700.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
F9,7.0,23848,1015228.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
PR,11.0,10872,4607658.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,24.0,8297,15218000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
SQ,31.0,13844,14147067.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
UA,5.0,140435,235000.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,42.0,194472,5998772.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,2.0,57835,275489.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,24.0,30113,4116060.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,48.0,52877,7341400.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
F9,2.0,22310,291010.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
OZ,23.0,8629,15108000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
QF,28.0,8230,17738000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,19.0,134262,2617973.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,40.0,182203,5697841.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,309.0,75278,23230002.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,2.0,28371,150200.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,41.0,49910,6284300.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,28.0,10248,19096000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,4.0,16633,582020.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,54.0,12390,21667014.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
OZ,20.0,7619,13138000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
QF,22.0,4962,13993000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
SQ,28.0,11493,12777996.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
UA,8.0,115753,3040000.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,35.0,164526,4990158.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,1.0,61274,75178.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,29.0,30413,4973540.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,49.0,65203,7520700.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
F9,6.0,20686,806892.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,58.0,15325,23271978.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
OZ,10.0,8155,6562000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
UA,5.0,140083,374785.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,39.0,192017,5558950.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,329.0,64373,24733562.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,35.0,33364,6002620.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,43.0,52019,6675900.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,1.0,9179,574000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,71.0,21518,39334000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,7.0,22553,941374.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,58.0,15799,23328978.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
PR,12.0,13072,5026536.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,25.0,8447,15855000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
SQ,30.0,13282,13690710.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
UA,5.0,125452,1900000.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,40.0,201970,5707762.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,2.0,75337,150356.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AB,30.0,5922,12037230.0,130.0,13505.0,8.683333333333334,2.458793742196906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
AC,24.0,35597,3220800.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,13.0,32418,974441.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CX,70.0,20190,38780000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,8.0,31342,1160733.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,64.0,16202,25679424.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
MT,5.0,1249,2021638.0,95.0,12787.0,13.981818181818182,6.201744622574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
OZ,7.0,7966,4592000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
QF,22.0,7125,13972000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
SQ,31.0,12964,14147247.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
UA,23.0,131376,3169126.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,1.0,212937,174606.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,232.0,69044,33408000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AB,47.0,9654,18858327.0,130.0,13505.0,8.683333333333334,2.458793742196906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
AC,16.0,41800,1201600.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,28.0,26537,2098796.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,41.0,11057,18717976.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,3.0,29914,436515.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
MT,8.0,2312,3234180.0,95.0,12787.0,13.981818181818182,6.201744622574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
QF,25.0,8128,15834000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
SQ,30.0,13371,13691790.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
UA,30.0,132217,4133641.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,50.0,219741,8730300.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,243.0,62144,34992000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AB,49.0,12491,19660809.0,130.0,13505.0,8.683333333333334,2.458793742196906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
AC,30.0,57714,4026000.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,130.0,12522,9744410.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,48.0,13556,21905316.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,3.0,29022,433208.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
MT,9.0,2806,3602352.0,95.0,12787.0,13.981818181818182,6.201744622574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
PR,15.0,13278,6283170.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
SQ,31.0,15107,14148327.0,147.0,38308.0,6.7875000000000005,4.563030791042287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
UA,7.0,145133,964516.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,45.0,236342,6402217.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,246.0,61863,35424000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AB,48.0,10753,19184615.0,130.0,13505.0,8.683333333333334,2.458793742196906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
AC,32.0,61646,4303424.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,43.0,13729,6653900.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CA,31.0,10032,21322000.0,708.0,80232.0,7.581818181818182,4.652458271211893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CI,48.0,13580,21905136.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,75.0,22073,41550000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,7.0,28494,1008614.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
MT,9.0,2525,3626603.0,95.0,12787.0,13.981818181818182,6.201744622574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
OZ,2.0,9097,1318000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
PR,8.0,12751,3351024.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,26.0,8616,16499000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,18.0,136285,2480186.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,36.0,236923,5135663.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,63.0,50176,8954065.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AB,42.0,9419,16808032.0,130.0,13505.0,8.683333333333334,2.458793742196906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
AC,37.0,41515,6346240.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,45.0,10058,6924500.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,43.0,10029,19623351.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,67.0,17362,37118000.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,8.0,26797,1164040.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
MT,8.0,2256,3205520.0,95.0,12787.0,13.981818181818182,6.201744622574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
OZ,6.0,8233,3904000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
PR,1.0,9405,418878.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,26.0,8541,16506000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,8.0,126429,1102305.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,20.0,218204,2847267.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,24.0,53224,9523200.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
